,Concept_ID,en,zh
,,flying,"飞"
,,flew,"飞"
,,bags,"包"
,,bags,"袋子"
,,how,"方式"
,,how,"大胆"
,,dare,"大胆"
,,mama,"妈妈"
,,blindness,"失明"
,,blindness,"盲"
,,lose,"失明"
,,bucks,"块"
,,dollars,"块"
,,reduce,"减轻"
,,emperor,"皇帝"
,,imperial,"皇帝"
,,national,"国家"
,,state,"国家"
,,coins,"硬币"
,,pennies,"硬币"
,,circles,"圆圈"
,,circles,"圈圈"
,,homework,"作业"
,,project,"作业"
,,hats,"帽子"
,,cap,"帽子"
,,blamed,"怪罪"
,,blaming,"怪罪"
,,blaming,"责备"
,,go,"进展"
,,books,"书本"
,,books,"书"
,,notebooks,"书本"
,,operation,"行动"
,,pears,"梨"
,,pears,"梨子"
,,mariko,"梨子"
,,dong,"冬"
,,udong,"冬"
,,tincture,"颜色"
,,differences,"差异"
,,different,"差异"
,,different,"区别"
,,return,"复原"
,,junior,"伯伯"
,,jun,"伯伯"
,,espresso,"咖啡"
,,coffees,"咖啡"
,,failed,"失败"
,,fail,"失败"
,,gossip,"流言"
,,rumors,"流言"
,,rumors,"谣言"
,,rumors,"传言"
,,rumor,"流言"
,,rumor,"谣言"
,,rumor,"传言"
,,grapes,"葡萄"
,,vines,"葡萄"
,,belief,"信念"
,,conviction,"信念"
,,riots,"骚乱"
,,commotion,"骚乱"
,,turmoil,"骚乱"
,,swear,"宣誓"
,,swear,"发誓"
,,sworn,"宣誓"
,,saline,"盐"
,,imported,"进口"
,,import,"进口"
,,imports,"进口"
,,bodies,"身体"
,,sins,"罪"
,,sins,"罪行"
,,present,"当前"
,,present,"礼物"
,,prove,"证明"
,,proved,"证明"
,,must,"必须"
,,answer,"答案"
,,answer,"解答"
,,answers,"答案"
,,answers,"解答"
,,intensity,"强度"
,,strong,"强度"
,,improvement,"进步"
,,better,"进步"
,,perspiration,"汗水"
,,quietly,"安静"
,,area,"区域"
,,area,"领域"
,,areas,"区域"
,,rumours,"谣言"
,,rumours,"传言"
,,yee,"姨"
,,concubine,"姨"
,,wishes,"愿望"
,,wishes,"意愿"
,,chairs,"椅子"
,,seat,"椅子"
,,sacrificed,"牺牲"
,,sacrifices,"牺牲"
,,bobby,"波"
,,puppet,"玩偶"
,,eyed,"眼睛"
,,fierce,"凶"
,,ferocious,"凶"
,,giants,"巨人"
,,titan,"巨人"
,,cheuk,"袖"
,,kimono,"袖"
,,tickets,"票子"
,,tickets,"票"
,,boobs,"胸部"
,,necessities,"必需品"
,,essentials,"必需品"
,,caps,"笼"
,,ridden,"笼"
,,salary,"薪水"
,,salary,"金钱"
,,salary,"工资"
,,paycheck,"薪水"
,,honeymoon,"蜜"
,,iaw,"法规"
,,rules,"法规"
,,rules,"原则"
,,rules,"规则"
,,destiny,"命运"
,,destiny,"使命"
,,illiterate,"盲"
,,conference,"会议"
,,meetings,"会议"
,,tender,"投标"
,,auction,"投标"
,,auction,"竞价"
,,sleeperwith,"腰带"
,,sashes,"腰带"
,,yes,"答应"
,,avenge,"报仇"
,,rebellion,"起义"
,,uprising,"起义"
,,insurrection,"起义"
,,candy,"糖"
,,candy,"蜜糖"
,,sweets,"糖"
,,monkeys,"猴"
,,monkeys,"猴子"
,,capuchin,"猴"
,,boats,"小船"
,,bolt,"闪电"
,,flash,"闪电"
,,talented,"才华"
,,talents,"才华"
,,fit,"适合"
,,calves,"小腿"
,,calves,"小牛"
,,comment,"评论"
,,comments,"评论"
,,review,"评论"
,,wavy,"波浪"
,,lines,"词"
,,label,"标签"
,,stereotype,"标签"
,,old,"年龄"
,,old,"年纪"
,,older,"年纪"
,,votes,"票"
,,dates,"日期"
,,narrow,"细"
,,queens,"皇后"
,,orderly,"秩序"
,,roads,"道路"
,,roads,"马路"
,,eagles,"老鹰"
,,falcon,"老鹰"
,,gentlemen,"绅士"
,,gents,"绅士"
,,whales,"鲸鱼"
,,whales,"鲸"
,,they,"鲸鱼"
,,they,"人们"
,,subway,"铁"
,,your,"手肘"
,,dogs,"狗"
,,bitch,"狗"
,,bitch,"尘"
,,formed,"形成"
,,forming,"形成"
,,sails,"帆"
,,canvas,"帆"
,,insult,"侮辱"
,,insulted,"侮辱"
,,insulting,"侮辱"
,,rate,"利息"
,,vig,"利息"
,,plans,"计划书"
,,plans,"计划"
,,scheme,"计划"
,,butchers,"屠夫"
,,murderers,"谋杀者"
,,murderers,"屠夫"
,,murderers,"杀人犯"
,,hoops,"圈圈"
,,asked,"要求"
,,asking,"要求"
,,sacred,"神圣"
,,divine,"神圣"
,,lumber,"木材"
,,timber,"木材"
,,tags,"吊牌"
,,lable,"吊牌"
,,weaknesses,"弱点"
,,princes,"王子"
,,we,"人们"
,,bullshit,"胡说"
,,bullshit,"废话"
,,fibber,"胡说"
,,gon,"胡言乱语"
,,gon,"胡说"
,,decided,"决定"
,,decide,"决定"
,,yuri,"梨"
,,technology,"技术"
,,kidding,"玩笑"
,,joking,"玩笑"
,,abused,"虐待"
,,sadist,"虐待"
,,fortunate,"幸运"
,,pitch,"肘"
,,ratings,"评价"
,,say,"评价"
,,entrance,"入口"
,,portal,"入口"
,,belly,"胃"
,,belly,"肚子"
,,tummy,"肚子"
,,quack,"鸭子"
,,type,"类型"
,,types,"类型"
,,cycles,"周期"
,,periodic,"周期"
,,stroke,"风"
,,winds,"风"
,,trading,"贸易"
,,commerce,"贸易"
,,stupid,"笨"
,,stupid,"傻"
,,dumb,"笨"
,,dumb,"驴"
,,dumb,"蒜"
,,fool,"笨"
,,fool,"傻"
,,sequence,"顺序"
,,sequence,"次序"
,,ordered,"顺序"
,,ordered,"订单"
,,roofs,"房顶"
,,warm,"温暖"
,,warm,"热"
,,warmer,"温暖"
,,fault,"责备"
,,compute,"解法"
,,dusty,"灰尘"
,,prime,"黄金"
,,knights,"骑士"
,,templars,"骑士"
,,murders,"谋杀者"
,,shower,"洗澡"
,,deterministic,"确定性"
,,uncertainty,"确定性"
,,silly,"傻"
,,tongues,"舌头"
,,tounge,"舌头"
,,sharks,"鲨鱼"
,,suckers,"鲨鱼"
,,weed,"烟草"
,,everclear,"烟草"
,,dip,"烟草"
,,news,"消息"
,,news,"闻"
,,park,"园子"
,,vegetables,"园子"
,,blade,"刀子"
,,finish,"完"
,,after,"完"
,,disgrace,"耻辱"
,,humiliation,"羞耻"
,,humiliation,"耻辱"
,,bored,"加粗"
,,highlight,"加粗"
,,kim,"金"
,,jin,"金"
,,set,"估测"
,,record,"估测"
,,projected,"估测"
,,friends,"朋友"
,,buddy,"朋友"
,,tonight,"晚上"
,,tonight,"夜里"
,,symbol,"符号"
,,symbol,"图形"
,,symbols,"符号"
,,affect,"影响"
,,affected,"影响"
,,necklace,"链"
,,bracelet,"链"
,,smooth,"丝滑"
,,silkens,"丝滑"
,,next,"未来"
,,email,"邮件"
,,dangerous,"危险"
,,risk,"危险"
,,while,"飞翔"
,,while,"时间"
,,hours,"时间"
,,creative,"创作"
,,called,"骂"
,,signal,"信号"
,,comms,"信号"
,,lemonade,"柠檬"
,,lemonades,"柠檬"
,,crimes,"犯罪"
,,crimes,"罪行"
,,embarrassed,"羞愧"
,,embarrassed,"害羞"
,,purpose,"意志"
,,been,"经历"
,,through,"经历"
,,tails,"尾巴"
,,tigers,"老虎"
,,nurses,"护士"
,,moons,"月亮"
,,luna,"月亮"
,,tricycle,"轮"
,,perfect,"不爱"
,,matter,"区别"
,,juicy,"汁"
,,lambs,"羊羔"
,,scarves,"围巾"
,,please,"姨妈"
,,candles,"蜡烛"
,,weather,"气候"
,,weather,"气温"
,,weather,"天气"
,,stall,"拖延"
,,stalling,"拖延"
,,graphic,"图形"
,,wheeler,"轮子"
,,elephant,"象鼻"
,,hint,"象鼻"
,,peppers,"胡椒"
,,peppermint,"胡椒"
,,rails,"铁轨"
,,bed,"床单"
,,naked,"身子"
,,yourself,"身子"
,,farmers,"农民"
,,farmers,"农夫"
,,peasant,"农民"
,,peasant,"农夫"
,,doors,"窗户"
,,dad,"父亲"
,,dad,"爸"
,,dad,"爸爸"
,,daddy,"爸"
,,daddy,"爸爸"
,,royal,"高贵"
,,elegant,"高贵"
,,meet,"见面"
,,meet,"会面"
,,met,"见面"
,,unit,"部队"
,,bury,"丧礼"
,,board,"表格"
,,snag,"阻碍"
,,obstacles,"阻碍"
,,abracadabra,"胡言乱语"
,,driveling,"胡言乱语"
,,choose,"选择"
,,chose,"选择"
,,stomachs,"胃"
,,laws,"法律"
,,laws,"规则"
,,flowers,"花"
,,flowers,"花朵"
,,spent,"花"
,,spend,"花"
,,cigarettes,"烟"
,,fags,"烟"
,,nuada,"努"
,,manu,"努"
,,snoopy,"努"
,,wrist,"袖子"
,,umiak,"鲸"
,,desire,"愿望"
,,pocket,"口袋"
,,pockets,"口袋"
,,lay,"躺"
,,contract,"条约"
,,contract,"书"
,,contract,"合约"
,,contracts,"合约"
,,playing,"胡闹"
,,dr,"医生"
,,doctors,"医生"
,,character,"人物"
,,character,"品德"
,,innocent,"清白"
,,innocent,"天真"
,,clean,"清白"
,,principles,"原则"
,,snowing,"雪"
,,snowing,"下雪"
,,snowed,"下雪"
,,publicity,"公众"
,,frogs,"蛙"
,,frogs,"青蛙"
,,toad,"青蛙"
,,swore,"发誓"
,,first,"头"
,,heads,"头"
,,bite,"口"
,,sip,"口"
,,mudbud,"泥巴"
,,tack,"大头针"
,,offices,"办公室"
,,teas,"茶"
,,vehicle,"车子"
,,granola,"燕麦"
,,celebrities,"燕麦"
,,parts,"部分"
,,some,"部分"
,,moyoko,"木"
,,trophy,"花瓶"
,,vases,"花瓶"
,,propose,"求婚"
,,proposed,"求婚"
,,marry,"求婚"
,,dresses,"连衣裙"
,,dresses,"裙子"
,,frock,"连衣裙"
,,list,"单子"
,,receipt,"单子"
,,skymall,"单子"
,,railroad,"铁路"
,,railway,"铁路"
,,overmatched,"劣势"
,,grain,"劣势"
,,double,"双"
,,two,"双"
,,snows,"雪"
,,perpetrator,"受害者"
,,hellboy,"地狱"
,,sweetheart,"甜心"
,,sweetie,"甜心"
,,uncles,"叔叔"
,,uncles,"舅舅"
,,eyebrows,"眉毛"
,,eyebrows,"眉"
,,eyebrow,"眉毛"
,,eyebrow,"眉"
,,brows,"眉毛"
,,birthright,"出生日"
,,film,"币"
,,film,"电影"
,,peasants,"农民"
,,mutton,"羊肉"
,,borreguita,"羊肉"
,,guitars,"吉他"
,,guitarist,"吉他"
,,chinatsu,"夏"
,,sonnenschein,"夏"
,,burg,"城镇"
,,towns,"城镇"
,,scientific,"科学"
,,scientific,"蚂蚁"
,,scientist,"科学"
,,medals,"奖牌"
,,yours,"奖牌"
,,humid,"潮湿"
,,legal,"法律"
,,could,"可能"
,,might,"可能"
,,probably,"可能"
,,probably,"估计"
,,found,"发现"
,,find,"发现"
,,hot,"热"
,,ranch,"农场"
,,farms,"农场"
,,throne,"王冠"
,,heal,"恢复"
,,value,"值"
,,value,"价值"
,,valuable,"价值"
,,stop,"挡"
,,blocking,"挡"
,,men,"眉"
,,speck,"尘埃"
,,harder,"硬"
,,hands,"手指"
,,hands,"手"
,,mules,"骡子"
,,donkey,"驴"
,,donkey,"骡子"
,,vials,"瓶"
,,table,"桌子"
,,tables,"桌子"
,,influenza,"流感"
,,sick,"流感"
,,desperate,"绝望"
,,hopeless,"绝望"
,,pigs,"猪"
,,saumensch,"猪"
,,penance,"忏悔"
,,weaker,"弱"
,,weakest,"弱"
,,ants,"蚂蚁"
,,she,"姑姑"
,,woods,"森林"
,,forests,"森林"
,,trespasses,"罪过"
,,noses,"鼻子"
,,sniffling,"鼻子"
,,honeybee,"蜜蜂"
,,skinned,"皮肤"
,,skins,"皮肤"
,,froggy,"蛙"
,,faucet,"水龙头"
,,cannons,"水龙头"
,,sized,"大小"
,,hospitals,"医院"
,,clinic,"医院"
,,romantic,"浪"
,,blossom,"花朵"
,,carrots,"胡萝卜"
,,heroes,"英雄"
,,superhero,"英雄"
,,offered,"提出"
,,legacy,"遗产"
,,estate,"遗产"
,,jokes,"笑话"
,,slacks,"长裤"
,,pant,"长裤"
,,between,"中间"
,,center,"中间"
,,admit,"承认"
,,admitted,"承认"
,,chances,"机会"
,,able,"机会"
,,cheeks,"面颊"
,,cheeks,"脸颊"
,,foxes,"狐狸"
,,names,"名字"
,,named,"名字"
,,honest,"诚实"
,,honest,"实话"
,,honestly,"诚实"
,,honestly,"实话"
,,necks,"脖子"
,,stories,"故事"
,,acting,"举止"
,,acting,"蒜"
,,den,"洞穴"
,,metals,"金属"
,,sludge,"污泥"
,,into,"进入"
,,mountains,"山"
,,hill,"山"
,,sack,"袋子"
,,vows,"誓言"
,,vow,"誓言"
,,mark,"疤"
,,mark,"记号"
,,clouds,"云"
,,yun,"云"
,,possibilities,"可能性"
,,possible,"可能性"
,,cornfield,"玉米"
,,cornbread,"玉米"
,,wild,"离奇"
,,mysterious,"离奇"
,,thinner,"薄"
,,well,"薄"
,,use,"滥用"
,,paintings,"画"
,,painting,"画画"
,,painting,"画"
,,draw,"画画"
,,draw,"画"
,,stress,"压力"
,,stressed,"压力"
,,experienced,"经验"
,,experiences,"经验"
,,offers,"出价"
,,fuel,"气体"
,,relaxed,"放松"
,,ben,"本"
,,zit,"痘"
,,chickenpox,"痘"
,,spicy,"酱料"
,,timepieces,"钟表"
,,miles,"英里"
,,mikes,"英里"
,,cops,"警察"
,,cop,"警察"
,,shopping,"购物"
,,mini,"购物"
,,break,"空隙"
,,fall,"秋季"
,,fall,"替罪羊"
,,fall,"秋天"
,,twins,"双胞胎"
,,twins,"姐妹"
,,candlestick,"烛"
,,candelabra,"烛"
,,criminal,"犯罪"
,,daybreak,"黎明"
,,not,"不利"
,,lecture,"讲演"
,,presentation,"讲演"
,,obligation,"义务"
,,obligations,"义务"
,,full,"秋季"
,,fragments,"碎片"
,,debris,"碎片"
,,enemies,"敌人"
,,hostiles,"敌人"
,,doves,"鸽"
,,glad,"高兴"
,,chipmunk,"鼠"
,,bidding,"竞价"
,,peckerwoods,"箭头"
,,ship,"船"
,,ships,"船"
,,exchanged,"交换"
,,horses,"马"
,,vervain,"马"
,,situation,"情况"
,,naive,"天真"
,,maps,"地图"
,,complain,"抱怨"
,,complaining,"抱怨"
,,complained,"抱怨"
,,babe,"宝贝"
,,mostly,"大部分"
,,much,"大部分"
,,honorable,"高尚"
,,missing,"缺少"
,,lack,"缺少"
,,without,"缺少"
,,best,"优点"
,,describe,"描述"
,,described,"描述"
,,hearing,"耳朵"
,,vic,"受害人"
,,worms,"虫子"
,,pace,"进程"
,,course,"进程"
,,same,"一致"
,,consistent,"一致"
,,together,"一致"
,,seasons,"气候"
,,seasons,"季节"
,,cherry,"桃"
,,cherries,"桃"
,,groom,"新娘"
,,brides,"新娘"
,,scapegoat,"替罪羊"
,,faces,"脸"
,,blankets,"毯子"
,,rug,"毯子"
,,turtles,"海龟"
,,youhavetheturtlehere,"海龟"
,,tights,"裤"
,,instructions,"指令"
,,strawberries,"草莓"
,,strawberrygirl,"草莓"
,,human,"人类"
,,humans,"人类"
,,sailing,"航行"
,,voyage,"航行"
,,faults,"缺点"
,,rooms,"房间"
,,garbage,"垃圾"
,,junk,"垃圾"
,,dignitaries,"领导人"
,,centuries,"世纪"
,,years,"年"
,,decades,"年"
,,mean,"意思"
,,means,"意思"
,,saying,"意思"
,,goat,"羊"
,,peaceful,"和平"
,,sector,"领域"
,,intelligence,"智慧"
,,ability,"能力"
,,capable,"能力"
,,crap,"废话"
,,artifact,"烟斗"
,,shaped,"形状"
,,shapes,"形状"
,,cages,"笼子"
,,pit,"笼子"
,,consciousness,"良知"
,,tastes,"品味"
,,tasteful,"品味"
,,crowds,"人群"
,,prison,"监狱"
,,cell,"监狱"
,,fact,"事实"
,,facts,"事实"
,,timothy,"西"
,,nishi,"西"
,,tether,"绳"
,,lanyard,"绳"
,,results,"结果"
,,guess,"估计"
,,chou,"秋"
,,shuya,"秋"
,,compass,"针"
,,skies,"天空"
,,air,"天空"
,,condemn,"谴责"
,,condemned,"谴责"
,,about,"条约"
,,educated,"教育"
,,educational,"教育"
,,ape,"猴子"
,,uniform,"统一"
,,quickly,"统一"
,,marks,"记号"
,,residents,"居民"
,,inhabitants,"居民"
,,pattern,"模式"
,,patterns,"模式"
,,identical,"双胞胎"
,,answered,"解答"
,,loans,"贷款"
,,mortgage,"贷款"
,,violinist,"小提琴"
,,violins,"小提琴"
,,enter,"输入"
,,input,"输入"
,,entered,"输入"
,,believe,"信仰"
,,religion,"信仰"
,,ages,"年龄"
,,pirates,"海盗"
,,viking,"海盗"
,,creek,"溪"
,,bye,"溪"
,,masked,"面具"
,,lives,"命"
,,kill,"命"
,,is,"将要"
,,authority,"权力"
,,flesh,"肉"
,,cinnamon,"肉"
,,fathers,"父亲"
,,city,"城"
,,castle,"城"
,,alleys,"小巷"
,,alleyway,"小巷"
,,amazed,"惊讶"
,,laroche,"占有"
,,owned,"拥有"
,,got,"拥有"
,,fingers,"手指"
,,temperature,"气温"
,,temperatures,"气温"
,,idea,"想法"
,,easier,"容易"
,,easily,"容易"
,,movies,"电影"
,,ash,"灰"
,,gray,"灰"
,,san,"叔"
,,i,"叔"
,,gasoline,"汽油"
,,petrol,"汽油"
,,dollie,"洋娃娃"
