,Concept_ID,en,ja
890,beenden::V,finish,終える
891,aufhören::V,stop,止める
892,gelingen::V,succeed,成功する
893,geraten::V,turn out,当たる
894,öffnen::V,open,開く
895,öffnen::V,open,開ける
896,schließen::V,close,閉める
897,stellen::V,put,置く
898,stellen::V,put,据える
899,setzen::V,place,座らせる
900,legen::V,lay,置く
901,berühren::V,touch,触る
902,berühren::V,touch,触れる
903,verbinden::V,connect,結びつける
904,bedecken::V,cover,覆う
905,aufhängen::V,hang up,掛ける
906,anzünden::V,light,燃やす
907,anzünden::V,light,火をつける
908,aufheben::V,pick up,拾う
909,zurücklassen::V,leave,残す
910,verlieren::V,lose,無くす
911,fallen lassen::V,drop,落とす
912,machen::V,make,作る
913,herstellen::V,produce,製造する
914,bauen::V,build,建設する
915,reparieren::V,mend,直す
916,reparieren::V,mend,修理する
917,verbessern::V,improve,改良する
918,ändern::V,alter,変える
919,graben::V,dig,掘る
920,beugen::V,bow,折る
921,biegen::V,bend,曲げる
922,drehen::V,spin,回す
923,wenden::V,turn,裏返す
924,umdrehen::V,turn around,裏返す
925,heben::V,raise,挙げる
926,hochheben::V,lift,持ち上げる
927,ergreifen::V,seize,取り上げる
928,halten::V,hold,持つ
929,drücken::V,press,押す
930,schieben::V,push,ずらす
931,kratzen::V,scrape,引っ掻く
932,lecken::V,lick,なめる
933,beißen::V,bite,噛む
934,abreißen::V,tear off,剝ぎ取る
935,abschneiden::V,cut off,切り取る
936,binden::V,tie,縛る
937,stecken::V,stick,差し込む
938,brechen::V,break,破る
939,klopfen::V,knock,とんとん叩く
940,hauen::V,hit,叩く
941,kleben::V,glue,貼る
942,kleben::V,glue,くっ付ける
943,reiben::V,rub,擦る
944,streichen::V,spread,塗る
945,schleifen::V,grind,研ぐ
946,schneiden::V,cut,切る
947,rütteln::V,jolt,揺さぶる
948,schütteln::V,shake,振る
949,schütteln::V,shake,揺さぶる
950,schwenken::V,swing,振る
951,schütten::V,pour,注ぐ
952,füllen::V,fill,いっぱいにする
953,einwickeln::V,wrap,包む
954,tragen::V,carry,運ぶ
955,schleppen::V,drag,引きずる
956,ziehen::V,pull,引く
957,aufbewahren::V,keep,預かる
958,werfen::V,throw,投げる
959,fangen::V,catch,受ける
960,packen::V,grab,掴む
961,verstecken::V,hide,隠す
962,teilen::V,divide,分ける
963,schicken::V,send,送る
964,bringen::V,bring,持って行く
965,hinzufügen::V,add,加える
966,bekommen::V,get,得る
967,erhalten::V,receive,受ける
968,nehmen::V,take,取る
969,wählen::V,choose,選ぶ
970,auswählen::V,select,選ぶ
971,bewahren::V,preserve,保存する
972,behindern::V,hinder,妨害する
973,verderben::V,spoil,台無しにする
974,beschädigen::V,damage,損傷する
975,zerbrechen::V,break,割る
976,zerreißen::V,tear,引き裂く
977,zerstören::V,destroy,破壊する
978,verbrennen::V,burn,焼く
979,geben::V,give,上げる
980,reichen::V,hand,渡す
981,schenken::V,give,贈る
982,versprechen::V,promise,約束する
983,wünschen::V,wish,望む
984,loben::V,praise,褒める
985,küssen::V,kiss,キスする
986,wiegen::V,rock,揺する
987,zudecken::V,cover,覆う
988,wecken::V,wake,起こす
989,zeigen::V,show,見せる
990,führen::V,guide,案内する
991,lehren::V,teach,教える
992,unterrichten::V,instruct,通知する
993,aufziehen::V,bring up,育てる
994,leiten::V,lead,導く
995,antreiben::V,urge,励ます
996,lassen::V,let,～させる
997,einladen::V,invite,誘う
998,einladen::V,invite,招待する
999,vereinigen::V,unite,一つにする
1000,besuchen::V,visit,訪ねる
1001,treffen::V,meet,出会う
1002,sich versammeln::V,assemble,集まる
1003,spielen::V,play,遊ぶ
1004,singen::V,sing,歌う
1005,tanzen::V,dance,踊る
1006,sich trennen::V,separate,別れる
1007,verlassen::V,leave,別れる
1008,retten::V,rescue,救う
1009,retten::V,rescue,助ける
1010,bewachen::V,guard,見張る
1011,bewachen::V,guard,軽微する
1012,schützen::V,protect,保護する
1013,verteidigen::V,defend,守る
1014,sich schlagen::V,brawl,殴る
1015,schießen::V,shoot,撃つ
1016,siegen::V,win,勝つ
1017,ärgern::V,annoy,怒らせる
1018,schlagen::V,beat,殴る
1019,treten::V,kick,蹴る
1020,stechen::V,sting,突く
1021,stoßen::V,shove,突く
1022,stehlen::V,steal,盗る
1023,stören::V,disturb,構う
1024,belästigen::V,bother,邪魔する
1025,verbergen::V,conceal,隠す
1026,täuschen::V,deceive,だます
1027,betrügen::V,cheat,だます
1028,töten::V,kill,殺す
1029,wohnen::V,dwell,住む
1030,arbeiten::V,work,働く
1031,sammeln::V,gather,集める
1032,sammeln::V,gather,収集する
1033,pflücken::V,pick,摘む
1034,jagen::V,hunt,狩りをする
1035,fischen::V,fish,釣る
1036,fassen::V,catch,捕る
1037,hüten::V,herd,放牧する
1038,treiben::V,drive,追う
1039,anbinden::V,tie up,繋ぐ
1040,füttern::V,feed,餌をやる
1041,melken::V,milk,搾乳する
1042,hacken::V,chop,刻む
1043,gießen::V,water,水をやる
1044,reifen::V,ripen,熟す
1045,zubereiten::V,cook,調理する
1046,kochen::V,boil,煮る
1047,backen::V,bake,焼く
1048,braten::V,fry,焼く
1049,braten::V,fry,炒める
1050,umrühren::V,stir,混ぜる
1051,stricken::V,knit,編む
1052,nähen::V,sew,縫う
1053,färben::V,dye,染める
1054,reinigen::V,clean,掃除する
1055,waschen::V,wash,洗う
1056,waschen::V,wash,洗濯する
1057,abwischen::V,wipe,拭く
1058,spülen::V,rinse,洗う
1059,spülen::V,rinse,すすぐ
1060,fegen::V,sweep,掃除する
1061,kehren::V,sweep,掃く
1062,baden::V,bath,入浴する
1063,sich waschen::V,wash,洗う
1064,ausziehen::V,take off,脱ぐ
1065,anziehen::V,put on,着る
1066,sich anziehen::V,get dressed,着る
1067,kämmen::V,comb,梳く
1068,schmücken::V,decorate,飾る
1069,sagen::V,say,言う
1070,sprechen::V,speak,話す
1071,reden::V,talk,話す
1072,sich unterhalten::V,chat,話をする
1073,fragen::V,ask,聞く
1074,bitten::V,request,頼む
1075,bitten::V,request,お願いする
1076,erzählen::V,tell,物語る
1077,mitteilen::V,convey,伝える
1078,nennen::V,name,名づける
1079,rufen::V,call,呼ぶ
1080,prahlen::V,brag,自慢する
1081,übersetzen::V,translate,訳す
1082,denken::V,think,考える
1083,glauben::V,believe,信じる
1084,bemerken::V,notice,気が付く
1085,erkennen::V,recognize,認識する
1086,begreifen::V,grasp,分かる
1087,verstehen::V,understand,聞き取る
1088,lernen::V,learn,学ぶ
1089,lernen::V,learn,勉強する
1090,wissen::V,know,知っている
1091,sich erinnern an::V,remember,思い出す
1092,vergessen::V,forget,忘れる
1093,messen::V,measure,計る
1094,messen::V,measure,測定する
1095,zählen::V,count,数える
1096,rechnen::V,calculate,計算する
1097,lesen::V,read,読む
1098,malen::V,paint,描く
1099,zeichnen::V,draw,写生する
1100,schreiben::V,write,書く
1101,besitzen::V,own,所持する
1102,kaufen::V,buy,買う
1103,verkaufen::V,sell,売る
1104,bezahlen::V,pay for,払う
1105,zahlen::V,pay,支払う
1106,beherrschen::V,rule,支配する
1107,ertragen::V,endure,耐える
,,access,"アクセス"
,,access,"手"
,,access,"出入り"
,,acid,"塩酸"
,,acid,"硫酸"
,,acid,"酸"
,,aid,"援助"
,,aid,"救急"
,,aid,"エイド"
,,arm,"arm"
,,arm,"手"
,,arm,"腕"
,,arrow,"矢印"
,,arrow,"矢"
,,arrow,"アロー"
,,arrow,"arrow"
,,ashtray,"バラ"
,,ashtray,"灰皿"
,,ashtray,"ウズウズ"
,,balloon,"バルーン"
,,balloon,"風船"
,,balloon,"気球"
,,banana,"banana"
,,banana,"バナナジョーズバー"
,,banana,"バナナ"
,,bed,"寝る"
,,bed,"ベッド"
,,bed,"寝"
,,bench,"ベンチ"
,,bench,"イス"
,,bench,"判事"
,,bicycle,"君"
,,bicycle,"姿"
,,bicycle,"自転車"
,,blank,"空白"
,,blank,"白紙"
,,blank,"至近"
,,bone,"骨折"
,,bone,"骨髄"
,,bone,"骨"
,,bricks,"金塊"
,,bricks,"靴"
,,bricks,"レンガ"
,,broom,"ほうき"
,,broom,"クローゼット"
,,broom,"箒"
,,brush,"磨い"
,,brush,"磨く"
,,brush,"ブラシ"
,,bus,"ﾊﾞｽ"
,,bus,"バス"
,,bus,"車"
,,bust,"壊し"
,,bust,"捜査"
,,bust,"逮捕"
,,bust,"胸"
,,button,"スイッチ"
,,button,"ボタン"
,,button,"押す"
,,cake,"ケーキ"
,,cake,"朝飯"
,,cake,"菓子"
,,call,"通報"
,,call,"名づけ"
,,call,"かけ"
,,call,"呼ん"
,,call,"コール"
,,call,"電話"
,,call,"連絡"
,,call,"呼びかけ"
,,call,"コンパニオン"
,,call,"警鐘"
,,call,"名付け"
,,camel,"ラクダ"
,,camel,"らくだ"
,,camel,"キャメル"
,,care,"看護"
,,care,"医療"
,,care,"ケア"
,,care,"ヘルスケア"
,,care,"世話"
,,care,"対処"
,,care,"気"
,,care,"いい"
,,care,"介護"
,,career,"キャリア"
,,career,"経歴"
,,career,"仕事"
,,career,"職業"
,,carrot,"ニンジン"
,,carrot,"人参"
,,carrot,"キャロット"
,,case,"事件"
,,case,"事案"
,,case,"ケース"
,,case,"担当"
,,case,"訴訟"
,,case,"件"
,,case,"場合"
,,caution,"注意"
,,caution,"用心"
,,caution,"警告"
,,cherry,"さくらんぼ"
,,cherry,"チェリーヒル"
,,cherry,"チェリー"
,,cherry,"桜"
,,chimney,"エントツ"
,,chimney,"chimney"
,,chimney,"暖炉"
,,chimney,"煙突"
,,class,"階級"
,,class,"クラス"
,,class,"級"
,,class,"授業"
,,class,"レッスン"
,,class,"教室"
,,classic,"典型"
,,classic,"クラシック"
,,classic,"古典"
,,clear,"明らか"
,,clear,"明白"
,,clear,"阻害"
,,clear,"クリアー"
,,clear,"明確"
,,clear,"はっきり"
,,clear,"クリア"
,,clear,"払拭"
,,clear,"異常"
,,clue,"ヒント"
,,clue,"糸口"
,,clue,"手掛かり"
,,clue,"手がかり"
,,cool,"クール"
,,cool,"冷静"
,,cool,"いい"
,,coral,"サンゴ"
,,coral,"コラル"
,,coral,"珊瑚"
,,core,"コア"
,,core,"特別"
,,core,"芯"
,,course,"もちろん"
,,course,"コース"
,,course,"勿論"
,,course,"当然"
,,course,"方針"
,,course,"科目"
,,cow,"豆"
,,cow,"雌牛"
,,cow,"牛"
,,crime,"犯罪"
,,crime,"事件"
,,crime,"犯行"
,,crime,"罪"
,,cross,"十字架"
,,cross,"越える"
,,cross,"クロス"
,,cross,"渡る"
,,cure,"治療"
,,cure,"治す"
,,cure,"薬"
,,cure,"治る"
,,curtain,"カーテン"
,,curtain,"幕"
,,curtain,"開幕"
,,cycle,"サイクル"
,,cycle,"循環"
,,cycle,"周期"
,,deer,"鹿"
,,deer,"シシ"
,,deer,"シカ"
,,demand,"要求"
,,demand,"需要"
,,demand,"求める"
,,desk,"ワーク"
,,desk,"上"
,,desk,"デスク"
,,desk,"机"
,,dolphin,"イルカ"
,,dolphin,"ちゃん"
,,dolphin,"ドルフィン"
,,door,"ドア"
,,door,"扉"
,,door,"鍵"
,,dress,"服"
,,dress,"着"
,,dress,"ドレス"
,,dresser,"タンス"
,,dresser,"ドレッサー"
,,dresser,"たんす"
,,dresser,"額"
,,eagle,"鷲"
,,eagle,"イーグル"
,,eagle,"ワシ"
,,elephant,"象"
,,elephant,"ゾウ"
,,elephant,"ぞう"
,,exit,"出"
,,exit,"出口"
,,exit,"口"
,,fail,"ない"
,,fail,"失敗"
,,fail,"落第"
,,find,"見つける"
,,find,"探る"
,,find,"探す"
,,find,"肩入れ"
,,find,"見つけ"
,,find,"見つけよ"
,,find,"探そ"
,,find,"発見"
,,find,"解明"
,,find,"探し"
,,find,"模索"
,,find,"気づく"
,,find,"探っ"
,,firm,"会社"
,,firm,"事務"
,,firm,"所"
,,fish,"フィッシュ"
,,fish,"釣り"
,,fish,"魚"
,,flag,"フラッグ"
,,flag,"旗"
,,flag,"赤旗"
,,flag,"国旗"
,,flute,"フランス"
,,flute,"フルート"
,,flute,"笛"
,,fool,"愚か者"
,,fool,"バカ"
,,fool,"馬鹿"
,,fool,"ばか"
,,foot,"足"
,,foot,"フィート"
,,foot,"徒歩"
,,fork,"しぶしぶ"
,,fork,"分岐"
,,fork,"フォーク"
,,fork,"分かれ道"
,,fox,"キツネ"
,,fox,"フォックス"
,,fox,"狐"
,,frog,"蛙"
,,frog,"カエル"
,,frog,"フロッグ"
,,front,"先人"
,,front,"正面"
,,front,"前"
,,front,"ドア"
,,front,"玄関"
,,fuel,"の"
,,fuel,"給油"
,,fuel,"食糧"
,,fuel,"燃料"
,,fuel,"石油"
,,fuel,"食料"
,,fuel,"ガソリン"
,,fuel,"品"
,,fuel,"費"
,,fuel,"食費"
,,fund,"ファンド"
,,fund,"基金"
,,fund,"資金"
,,future,"将来"
,,future,"今後"
,,future,"未来"
,,genre,"風俗"
,,genre,"方法"
,,genre,"ジャンル"
,,giraffe,"giraffe"
,,giraffe,"キリン"
,,giraffe,"ボク"
,,glass,"ガラス"
,,glass,"一杯"
,,glass,"温室"
,,glass,"グラス"
,,goal,"ゴール"
,,goal,"目標"
,,goal,"目的"
,,goat,"山羊"
,,goat,"ヤギ"
,,goat,"ジジイ"
,,gorilla,"ゴリラ"
,,gorilla,"オオカミ"
,,gorilla,"大男"
,,grapes,"葡萄"
,,grapes,"ブドウ"
,,grapes,"ぶどう"
,,guitar,"ギター"
,,guitar,"ギタリスト"
,,guitar,"guitar"
,,hammock,"ハンモック"
,,hammock,"優雅"
,,hammock,"行動"
,,hanger,"庫"
,,hanger,"ハンガー"
,,hanger,"ハンガーベイ"
,,hate,"憎む"
,,hate,"毛嫌い"
,,hate,"嫌"
,,hate,"大嫌い"
,,hate,"嫌い"
,,hate,"嫌っ"
,,head,"首"
,,head,"向かう"
,,head,"頭"
,,head,"頭部"
,,heart,"心臓"
,,heart,"精神"
,,heart,"の"
,,heart,"heart"
,,heart,"胸"
,,heart,"な"
,,heart,"に"
,,heart,"中心"
,,heart,"は"
,,heart,"的"
,,heart,"心"
,,heart,"全員"
,,heart,"ハート"
,,heart,"で"
,,helicopter,"ヘリ"
,,helicopter,"アパッチヘリ"
,,helicopter,"ヘリコプター"
,,helmet,"兜"
,,helmet,"頭巾"
,,helmet,"ヘルメット"
,,hope,"願っ"
,,hope,"いい"
,,hope,"希望"
,,hope,"期待"
,,ideal,"空想"
,,ideal,"的"
,,ideal,"理想"
,,iron,"アイアンマン"
,,iron,"アイアン"
,,iron,"鉄"
,,iron,"アイロン"
,,jar,"ジャージャー"
,,jar,"つぼ"
,,jar,"瓶"
,,jar,"ジャー"
,,joint,"統合"
,,joint,"共同"
,,joint,"合同"
,,joint,"関節"
,,joke,"冗談"
,,joke,"ふざけ"
,,joke,"ジョーク"
,,jury,"評決"
,,jury,"陪審"
,,jury,"審査"
,,kangaroo,"いかさま"
,,kangaroo,"カンガルー"
,,kangaroo,"エサ"
,,kick,"蹴っ"
,,kick,"蹴り"
,,kick,"キック"
,,kick,"リターン"
,,kick,"キックアス"
,,kiss,"チュー"
,,kiss,"キス"
,,kiss,"し"
,,ladder,"はしご"
,,ladder,"梯子"
,,ladder,"ハシゴ"
,,learn,"学ば"
,,learn,"学ぶ"
,,learn,"学習"
,,learn,"習得"
,,learn,"習う"
,,learn,"学び"
,,learn,"学ん"
,,left,"出"
,,left,"残し"
,,left,"左"
,,left,"捨て"
,,lemon,"レモン"
,,lemon,"lemon"
,,lemon,"お"
,,lesson,"授業"
,,lesson,"レッスン"
,,lesson,"教訓"
,,lion,"ライオン"
,,lion,"獅子"
,,lion,"lion"
,,lips,"唇"
,,lips,"口"
,,lips,"lips"
,,loan,"融資"
,,loan,"金"
,,loan,"ローン"
,,loan,"貸し"
,,lobster,"ザリガニ"
,,lobster,"レストラン"
,,lobster,"ロブスター"
,,lobster,"カクテル"
,,local,"ローカル"
,,local,"地元"
,,local,"地方"
,,loose,"逃げ"
,,loose,"放て"
,,loose,"緩い"
,,loose,"緩ん"
,,lucky,"ラッキー"
,,lucky,"良かっ"
,,lucky,"幸運"
,,matter,"物事"
,,matter,"物質"
,,matter,"問題"
,,matter,"重要"
,,matter,"固体"
,,matter,"件"
,,matter,"いい"
,,matter,"関係"
,,matter,"かかわら"
,,maze,"リシメイズ"
,,maze,"迷宮"
,,maze,"迷路"
,,morale,"士気"
,,morale,"やる気"
,,morale,"モラル"
,,naked,"裸"
,,naked,"ヌード"
,,naked,"全裸"
,,necklace,"ネックレス"
,,necklace,"首輪"
,,necklace,"首飾り"
,,necklace,"ネクレス"
,,normal,"普通"
,,normal,"まとも"
,,normal,"通常"
,,normal,"正常"
,,normal,"ふつう"
,,nose,"鼻"
,,nose,"鼻血"
,,nose,"機首"
,,past,"昔"
,,past,"払拭"
,,past,"過ぎ"
,,past,"昨年"
,,past,"過去"
,,past,"越える"
,,peanut,"ピーナツ"
,,peanut,"ちゃん"
,,peanut,"ピーナッツ"
,,pelican,"ペリカンベイ"
,,pelican,"ペリカン"
,,pencil,"鉛筆"
,,pencil,"ペン"
,,pencil,"えんぴつ"
,,penguin,"ペンギンズ"
,,penguin,"の"
,,penguin,"ペンギン"
,,pig,"ブタ"
,,pig,"豚"
,,pig,"ピッグ"
,,pipe,"水"
,,pipe,"パイプ"
,,pipe,"トンネル"
,,place,"整っ"
,,place,"家"
,,place,"カ所"
,,place,"箇所"
,,place,"行わ"
,,place,"地位"
,,place,"立場"
,,place,"所"
,,place,"店"
,,place,"場所"
,,place,"ヶ所"
,,plain,"明白"
,,plain,"普通"
,,plain,"平野"
,,pool,"プール"
,,pool,"場"
,,pool,"ビリヤード"
,,prison,"服役"
,,prison,"牢獄"
,,prison,"刑務"
,,prison,"懲役"
,,prison,"所"
,,prison,"刑"
,,prison,"監獄"
,,prison,"刑務所"
,,profit,"営利"
,,profit,"金"
,,profit,"利益"
,,pyramid,"ピラミッド"
,,pyramid,"マルチ"
,,pyramid,"ビル"
,,rabbit,"ウサギ"
,,rabbit,"兎"
,,rabbit,"うさぎ"
,,race,"競争"
,,race,"レース"
,,race,"種族"
,,radio,"通信"
,,radio,"無線"
,,radio,"ラジオ"
,,rain,"rain"
,,rain,"雨"
,,rain,"レイン"
,,rank,"階級"
,,rank,"ランク"
,,rank,"地位"
,,real,"本物"
,,real,"現実"
,,real,"本当"
,,real,"リアル"
,,regular,"常連"
,,regular,"普通"
,,regular,"標準"
,,regular,"恒常"
,,regular,"レギュラー"
,,regular,"常勤"
,,regular,"定期"
,,release,"放出"
,,release,"リリース"
,,release,"開放"
,,release,"釈放"
,,release,"解放"
,,rental,"賃貸"
,,rental,"レンタカー"
,,rental,"レンタル"
,,return,"戻る"
,,return,"返し"
,,return,"利率"
,,return,"戻っ"
,,return,"リターン"
,,ring,"指輪"
,,ring,"リング"
,,ring,"指環"
,,ring,"鳴らし"
,,rocket,"ミサイル"
,,rocket,"宇宙"
,,rocket,"ロケット"
,,roll,"行く"
,,roll,"ロール"
,,roll,"転がっ"
,,roll,"騒がす"
,,rule,"ルール"
,,rule,"支配"
,,rule,"規則"
,,sailor,"船乗り"
,,sailor,"水兵"
,,sailor,"船員"
,,scale,"規模"
,,scale,"スケール"
,,scale,"段階"
,,scissors,"はさみ"
,,scissors,"ハサミ"
,,scissors,"ジャンケン"
,,scissors,"チョキ"
,,score,"得点"
,,score,"満点"
,,score,"スコア"
,,screen,"画面"
,,screen,"スクリーン"
,,screen,"検査"
,,screw,"失敗"
,,screw,"ネジ"
,,screw,"し"
,,sense,"筋"
,,sense,"センス"
,,sense,"理解"
,,sense,"感"
,,sense,"意味"
,,sense,"常識"
,,share,"分かち"
,,share,"シェア"
,,share,"共有"
,,share,"分け"
,,share,"伴侶"
,,shark,"鮫"
,,shark,"シャーク"
,,shark,"サメ"
,,shirt,"ワイシャツ"
,,shirt,"服"
,,shirt,"シャツ"
,,shirt,"tシャツ"
,,shock,"動揺"
,,shock,"衝撃"
,,shock,"ショック"
,,show,"みせ"
,,show,"示す"
,,show,"現れ"
,,show,"見せる"
,,show,"見せ"
,,show,"示し"
,,show,"ショー"
,,show,"表示"
,,shower,"浴び"
,,shower,"shower"
,,shower,"シャワー"
,,sign,"サイン"
,,sign,"兆候"
,,sign,"署名"
,,sign,"表示"
,,single,"独身"
,,single,"一"
,,single,"シングル"
,,size,"大き"
,,size,"サイズ"
,,size,"規模"
,,size,"さ"
,,ski,"アクセル"
,,ski,"スキー"
,,ski,"サマンサ"
,,skill,"スキル"
,,skill,"技術"
,,skill,"腕"
,,skirt,"ス"
,,skirt,"スカート"
,,skirt,"skirt"
,,slipper,"取り"
,,slipper,"スリッパ"
,,slipper,"靴"
,,slow,"ゆっくり"
,,slow,"遅い"
,,slow,"落ち"
,,slow,"スロー"
,,smell,"香り"
,,smell,"匂い"
,,smell,"臭い"
,,snake,"蛇"
,,snake,"スネーク"
,,snake,"ヘビ"
,,snowman,"雪"
,,snowman,"だるま"
,,snowman,"雪男"
,,snowman,"雪だるま"
,,sock,"片方"
,,sock,"ソックス"
,,sock,"靴下"
,,solid,"確か"
,,solid,"確実"
,,solid,"強固"
,,solid,"固い"
,,solid,"固体"
,,spoon,"ダメ"
,,spoon,"スプーン"
,,spoon,"ハズ"
,,stroke,"卒中"
,,stroke,"一撃"
,,stroke,"脳"
,,stroke,"なでる"
,,style,"流儀"
,,style,"様式"
,,style,"スタイル"
,,style,"流"
,,style,"コミュニティー"
,,style,"方式"
,,style,"ジャンル"
,,swan,"白鳥"
,,swan,"スワン"
,,swan,"黒鳥"
,,tank,"タンク"
,,tank,"水槽"
,,tank,"戦車"
,,task,"タスク"
,,task,"対策"
,,task,"機動"
,,task,"任務"
,,task,"仕事"
,,task,"課題"
,,telephone,"電柱"
,,telephone,"電話"
,,telephone,"連絡"
,,television,"tv"
,,television,"テレビ"
,,television,"ｔｖ"
,,tent,"中"
,,tent,"住処"
,,tent,"テント"
,,tiger,"トラ"
,,tiger,"タイガー"
,,tiger,"虎"
,,toaster,"トースター"
,,toaster,"温める"
,,toaster,"ワッフル"
,,tomato,"奴"
,,tomato,"トマト"
,,tomato,"女"
,,tractor,"車"
,,tractor,"ビーム"
,,tractor,"トラクター"
,,trap,"ワナ"
,,trap,"罠"
,,trap,"トラップ"
,,truck,"荷台"
,,truck,"車"
,,truck,"トラック"
,,trumpet,"ラッパ"
,,trumpet,"trumpet"
,,trumpet,"トランペット"
,,turtle,"タートル"
,,turtle,"カメ"
,,turtle,"亀"
,,umbrella,"アンブレラ"
,,umbrella,"アリス"
,,umbrella,"傘"
,,vest,"ベスト"
,,vest,"防弾"
,,vest,"チョッキ"
,,view,"景色"
,,view,"見解"
,,view,"眺め"
,,view,"見"
,,violin,"ヴァイオリン"
,,violin,"正解"
,,violin,"バイオリン"
,,wake,"起き"
,,wake,"起こし"
,,wake,"起こす"
,,wake,"目覚め"
,,wake,"覚める"
